0.00.416.140 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.416.942 W srv  llama_server: -----------------
0.00.416.944 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.416.945 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.416.946 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.416.946 W srv  llama_server: -----------------
0.00.423.490 I srv    load_model: loading model 'C:/inky_models/Qwen2.5-Coder-7B-Instruct-Q4_K_M.gguf'
0.00.778.512 W common_fit_params: failed to fit params to free device memory: n_gpu_layers already set by user to 28, abort
0.01.000.833 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.04.516.072 I cmn          init: llama threadpool init, n_threads = 6
0.04.799.481 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 24576, kv_unified = 'false'
0.04.813.366 I srv  llama_server: model loaded
0.04.813.377 I srv  llama_server: listening on http://127.0.0.1:8080
0.04.813.377 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.04.813.378 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.08.540.329 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
121.54.796.474 I slot print_timing: id  0 | task 56103 | n_gen =    853, tg =  22.75 t/s, tg_3s =  22.51 t/s
121.57.815.507 I slot print_timing: id  0 | task 56103 | n_gen =    921, tg =  22.73 t/s, tg_3s =  22.52 t/s
122.00.842.776 I slot print_timing: id  0 | task 56103 | n_gen =    989, tg =  22.71 t/s, tg_3s =  22.46 t/s
122.03.851.531 I slot print_timing: id  0 | task 56103 | n_gen =   1056, tg =  22.68 t/s, tg_3s =  22.27 t/s
122.06.855.197 I slot print_timing: id  0 | task 56103 | n_gen =   1123, tg =  22.66 t/s, tg_3s =  22.31 t/s
122.09.883.844 I slot print_timing: id  0 | task 56103 | n_gen =   1190, tg =  22.63 t/s, tg_3s =  22.12 t/s
122.12.900.010 I slot print_timing: id  0 | task 56103 | n_gen =   1256, tg =  22.59 t/s, tg_3s =  21.88 t/s
122.13.226.695 I slot print_timing: id  0 | task 56103 | prompt eval time =     786.67 ms /   586 tokens (    1.34 ms per token,   744.91 tokens per second)
122.13.226.710 I slot print_timing: id  0 | task 56103 |        eval time =   55888.80 ms /  1263 tokens (   44.29 ms per token,    22.58 tokens per second)
122.13.226.712 I slot print_timing: id  0 | task 56103 |       total time =   56675.47 ms /  1849 tokens
122.13.226.713 I slot print_timing: id  0 | task 56103 |    graphs reused =      56877
122.13.227.143 I slot      release: id  0 | task 56103 | stop processing: n_tokens = 7440, truncated = 0
122.37.112.259 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.984 (> 0.100 thold), f_keep = 0.742
122.37.112.384 I slot launch_slot_: id  0 | task 57367 | processing task, is_child = 0
122.41.667.907 I slot print_timing: id  0 | task 57367 | n_gen =    100, tg =  23.60 t/s, tg_3s =  23.84 t/s
122.44.681.660 I slot print_timing: id  0 | task 57367 | n_gen =    171, tg =  23.58 t/s, tg_3s =  23.56 t/s
122.47.695.766 I slot print_timing: id  0 | task 57367 | n_gen =    242, tg =  23.57 t/s, tg_3s =  23.56 t/s
122.50.731.678 I slot print_timing: id  0 | task 57367 | n_gen =    313, tg =  23.53 t/s, tg_3s =  23.39 t/s
122.53.733.967 I slot print_timing: id  0 | task 57367 | n_gen =    383, tg =  23.49 t/s, tg_3s =  23.32 t/s
122.56.756.491 I slot print_timing: id  0 | task 57367 | n_gen =    453, tg =  23.44 t/s, tg_3s =  23.16 t/s
122.59.756.518 I slot print_timing: id  0 | task 57367 | n_gen =    523, tg =  23.43 t/s, tg_3s =  23.33 t/s
123.02.789.405 I slot print_timing: id  0 | task 57367 | n_gen =    593, tg =  23.38 t/s, tg_3s =  23.08 t/s
123.05.831.827 I slot print_timing: id  0 | task 57367 | n_gen =    663, tg =  23.34 t/s, tg_3s =  23.01 t/s
123.08.868.248 I slot print_timing: id  0 | task 57367 | n_gen =    733, tg =  23.32 t/s, tg_3s =  23.05 t/s
123.11.873.174 I slot print_timing: id  0 | task 57367 | n_gen =    802, tg =  23.28 t/s, tg_3s =  22.96 t/s
123.14.915.597 I slot print_timing: id  0 | task 57367 | n_gen =    871, tg =  23.24 t/s, tg_3s =  22.68 t/s
123.17.941.386 I slot print_timing: id  0 | task 57367 | n_gen =    940, tg =  23.20 t/s, tg_3s =  22.80 t/s
123.20.967.055 I slot print_timing: id  0 | task 57367 | n_gen =   1008, tg =  23.15 t/s, tg_3s =  22.47 t/s
123.21.856.510 I slot print_timing: id  0 | task 57367 | prompt eval time =     360.41 ms /    87 tokens (    4.14 ms per token,   241.39 tokens per second)
123.21.856.525 I slot print_timing: id  0 | task 57367 |        eval time =   44383.70 ms /  1028 tokens (   43.22 ms per token,    23.14 tokens per second)
123.21.856.527 I slot print_timing: id  0 | task 57367 |       total time =   44744.11 ms /  1115 tokens
123.21.856.528 I slot print_timing: id  0 | task 57367 |    graphs reused =      57899
123.21.856.936 I slot      release: id  0 | task 57367 | stop processing: n_tokens = 6634, truncated = 0
123.25.804.951 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.907 (> 0.100 thold), f_keep = 0.844
123.25.805.073 I slot launch_slot_: id  0 | task 58396 | processing task, is_child = 0
123.31.038.288 I slot print_timing: id  0 | task 58396 | n_gen =    100, tg =  22.66 t/s, tg_3s =  22.89 t/s
123.34.046.521 I slot print_timing: id  0 | task 58396 | n_gen =    169, tg =  22.78 t/s, tg_3s =  22.94 t/s
123.37.063.109 I slot print_timing: id  0 | task 58396 | n_gen =    238, tg =  22.80 t/s, tg_3s =  22.87 t/s
123.40.075.299 I slot print_timing: id  0 | task 58396 | n_gen =    304, tg =  22.60 t/s, tg_3s =  21.91 t/s
123.43.106.202 I slot print_timing: id  0 | task 58396 | n_gen =    372, tg =  22.57 t/s, tg_3s =  22.44 t/s
123.46.109.951 I slot print_timing: id  0 | task 58396 | n_gen =    439, tg =  22.53 t/s, tg_3s =  22.31 t/s
123.49.137.357 I slot print_timing: id  0 | task 58396 | n_gen =    506, tg =  22.48 t/s, tg_3s =  22.13 t/s
123.52.156.943 I slot print_timing: id  0 | task 58396 | n_gen =    573, tg =  22.44 t/s, tg_3s =  22.19 t/s
123.55.181.632 I slot print_timing: id  0 | task 58396 | n_gen =    641, tg =  22.45 t/s, tg_3s =  22.48 t/s
123.58.191.977 I slot print_timing: id  0 | task 58396 | n_gen =    709, tg =  22.46 t/s, tg_3s =  22.59 t/s
124.01.229.687 I slot print_timing: id  0 | task 58396 | n_gen =    777, tg =  22.45 t/s, tg_3s =  22.39 t/s
124.04.269.933 I slot print_timing: id  0 | task 58396 | n_gen =    845, tg =  22.45 t/s, tg_3s =  22.37 t/s
124.07.307.413 I slot print_timing: id  0 | task 58396 | n_gen =    913, tg =  22.44 t/s, tg_3s =  22.39 t/s
124.10.334.284 I slot print_timing: id  0 | task 58396 | n_gen =    981, tg =  22.44 t/s, tg_3s =  22.47 t/s
124.13.349.898 I slot print_timing: id  0 | task 58396 | n_gen =   1048, tg =  22.43 t/s, tg_3s =  22.22 t/s
124.16.374.067 I slot print_timing: id  0 | task 58396 | n_gen =   1115, tg =  22.41 t/s, tg_3s =  22.15 t/s
124.19.378.282 I slot print_timing: id  0 | task 58396 | n_gen =   1181, tg =  22.39 t/s, tg_3s =  21.97 t/s
124.19.741.067 I slot print_timing: id  0 | task 58396 | prompt eval time =     865.17 ms /   574 tokens (    1.51 ms per token,   663.45 tokens per second)
124.19.741.082 I slot print_timing: id  0 | task 58396 |        eval time =   53070.80 ms /  1189 tokens (   44.67 ms per token,    22.39 tokens per second)
124.19.741.083 I slot print_timing: id  0 | task 58396 |       total time =   53935.97 ms /  1763 tokens
124.19.741.084 I slot print_timing: id  0 | task 58396 |    graphs reused =      59082
124.19.741.496 I slot      release: id  0 | task 58396 | stop processing: n_tokens = 7363, truncated = 0
124.43.863.724 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 0.750
124.43.863.852 I slot launch_slot_: id  0 | task 59586 | processing task, is_child = 0
124.48.415.238 I slot print_timing: id  0 | task 59586 | n_gen =    100, tg =  23.58 t/s, tg_3s =  23.82 t/s
124.51.430.432 I slot print_timing: id  0 | task 59586 | n_gen =    171, tg =  23.57 t/s, tg_3s =  23.55 t/s
124.54.433.018 I slot print_timing: id  0 | task 59586 | n_gen =    241, tg =  23.49 t/s, tg_3s =  23.31 t/s
124.57.444.057 I slot print_timing: id  0 | task 59586 | n_gen =    311, tg =  23.44 t/s, tg_3s =  23.25 t/s
125.00.483.172 I slot print_timing: id  0 | task 59586 | n_gen =    382, tg =  23.42 t/s, tg_3s =  23.36 t/s
125.03.491.035 I slot print_timing: id  0 | task 59586 | n_gen =    452, tg =  23.40 t/s, tg_3s =  23.27 t/s
125.06.529.133 I slot print_timing: id  0 | task 59586 | n_gen =    522, tg =  23.35 t/s, tg_3s =  23.04 t/s
125.09.558.101 I slot print_timing: id  0 | task 59586 | n_gen =    591, tg =  23.28 t/s, tg_3s =  22.78 t/s
125.12.560.580 I slot print_timing: id  0 | task 59586 | n_gen =    660, tg =  23.25 t/s, tg_3s =  22.98 t/s
125.15.568.381 I slot print_timing: id  0 | task 59586 | n_gen =    729, tg =  23.22 t/s, tg_3s =  22.94 t/s
125.17.266.283 I slot print_timing: id  0 | task 59586 | prompt eval time =     353.35 ms /    76 tokens (    4.65 ms per token,   215.08 tokens per second)
125.17.266.297 I slot print_timing: id  0 | task 59586 |        eval time =   33049.06 ms /   768 tokens (   43.09 ms per token,    23.21 tokens per second)
125.17.266.299 I slot print_timing: id  0 | task 59586 |       total time =   33402.41 ms /   844 tokens
125.17.266.300 I slot print_timing: id  0 | task 59586 |    graphs reused =      59845
125.17.268.019 I slot      release: id  0 | task 59586 | stop processing: n_tokens = 6363, truncated = 0
125.21.255.492 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.898 (> 0.100 thold), f_keep = 0.879
125.21.255.609 I slot launch_slot_: id  0 | task 60355 | processing task, is_child = 0
125.26.494.572 I slot print_timing: id  0 | task 60355 | n_gen =    100, tg =  22.51 t/s, tg_3s =  22.73 t/s
125.29.497.269 I slot print_timing: id  0 | task 60355 | n_gen =    167, tg =  22.43 t/s, tg_3s =  22.31 t/s
125.32.507.762 I slot print_timing: id  0 | task 60355 | n_gen =    233, tg =  22.28 t/s, tg_3s =  21.92 t/s
125.35.514.907 I slot print_timing: id  0 | task 60355 | n_gen =    298, tg =  22.13 t/s, tg_3s =  21.62 t/s
125.38.540.862 I slot print_timing: id  0 | task 60355 | n_gen =    366, tg =  22.20 t/s, tg_3s =  22.47 t/s
125.41.554.872 I slot print_timing: id  0 | task 60355 | n_gen =    433, tg =  22.20 t/s, tg_3s =  22.23 t/s
125.44.578.553 I slot print_timing: id  0 | task 60355 | n_gen =    499, tg =  22.15 t/s, tg_3s =  21.83 t/s
125.44.804.220 I slot print_timing: id  0 | task 60355 | prompt eval time =     840.11 ms /   634 tokens (    1.33 ms per token,   754.66 tokens per second)
125.44.804.229 I slot print_timing: id  0 | task 60355 |        eval time =   22708.48 ms /   504 tokens (   45.15 ms per token,    22.15 tokens per second)
125.44.804.230 I slot print_timing: id  0 | task 60355 |       total time =   23548.59 ms /  1138 tokens
125.44.804.231 I slot print_timing: id  0 | task 60355 |    graphs reused =      60345
125.44.804.561 I slot      release: id  0 | task 60355 | stop processing: n_tokens = 6727, truncated = 0
126.08.799.157 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.694 (> 0.100 thold), f_keep = 0.821
126.08.799.276 I slot launch_slot_: id  0 | task 60860 | processing task, is_child = 0
126.16.357.194 I slot print_timing: id  0 | task 60860 | n_gen =    100, tg =  19.74 t/s, tg_3s =  19.94 t/s
126.19.364.439 I slot print_timing: id  0 | task 60860 | n_gen =    157, tg =  19.44 t/s, tg_3s =  18.95 t/s
126.22.371.439 I slot print_timing: id  0 | task 60860 | n_gen =    214, tg =  19.31 t/s, tg_3s =  18.96 t/s
126.25.379.777 I slot print_timing: id  0 | task 60860 | n_gen =    271, tg =  19.23 t/s, tg_3s =  18.95 t/s
126.28.397.071 I slot print_timing: id  0 | task 60860 | n_gen =    334, tg =  19.52 t/s, tg_3s =  20.88 t/s
126.31.423.631 I slot print_timing: id  0 | task 60860 | n_gen =    397, tg =  19.72 t/s, tg_3s =  20.82 t/s
126.34.435.655 I slot print_timing: id  0 | task 60860 | n_gen =    460, tg =  19.88 t/s, tg_3s =  20.92 t/s
126.37.448.754 I slot print_timing: id  0 | task 60860 | n_gen =    524, tg =  20.03 t/s, tg_3s =  21.24 t/s
126.40.454.471 I slot print_timing: id  0 | task 60860 | n_gen =    588, tg =  20.16 t/s, tg_3s =  21.29 t/s
126.43.466.831 I slot print_timing: id  0 | task 60860 | n_gen =    652, tg =  20.26 t/s, tg_3s =  21.25 t/s
126.46.489.222 I slot print_timing: id  0 | task 60860 | n_gen =    716, tg =  20.34 t/s, tg_3s =  21.18 t/s
126.49.523.175 I slot print_timing: id  0 | task 60860 | n_gen =    780, tg =  20.40 t/s, tg_3s =  21.09 t/s
126.52.528.664 I slot print_timing: id  0 | task 60860 | n_gen =    843, tg =  20.44 t/s, tg_3s =  20.96 t/s
126.55.573.343 I slot print_timing: id  0 | task 60860 | n_gen =    907, tg =  20.48 t/s, tg_3s =  21.02 t/s
126.58.582.411 I slot print_timing: id  0 | task 60860 | n_gen =    970, tg =  20.51 t/s, tg_3s =  20.94 t/s
127.01.620.476 I slot print_timing: id  0 | task 60860 | n_gen =   1033, tg =  20.53 t/s, tg_3s =  20.74 t/s
127.04.667.616 I slot print_timing: id  0 | task 60860 | n_gen =   1096, tg =  20.53 t/s, tg_3s =  20.68 t/s
127.07.692.708 I slot print_timing: id  0 | task 60860 | n_gen =   1159, tg =  20.55 t/s, tg_3s =  20.83 t/s
127.10.716.276 I slot print_timing: id  0 | task 60860 | n_gen =   1222, tg =  20.56 t/s, tg_3s =  20.84 t/s
127.13.728.226 I slot print_timing: id  0 | task 60860 | n_gen =   1284, tg =  20.57 t/s, tg_3s =  20.58 t/s
127.13.775.628 I slot print_timing: id  0 | task 60860 | prompt eval time =    2542.33 ms /  2434 tokens (    1.04 ms per token,   957.39 tokens per second)
127.13.775.636 I slot print_timing: id  0 | task 60860 |        eval time =   62434.01 ms /  1285 tokens (   48.62 ms per token,    20.57 tokens per second)
127.13.775.637 I slot print_timing: id  0 | task 60860 |       total time =   64976.33 ms /  3719 tokens
127.13.775.638 I slot print_timing: id  0 | task 60860 |    graphs reused =      61623
127.13.776.850 I slot      release: id  0 | task 60860 | stop processing: n_tokens = 9241, truncated = 0
127.18.061.904 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.943 (> 0.100 thold), f_keep = 0.860
127.18.062.051 I slot launch_slot_: id  0 | task 62147 | processing task, is_child = 0
127.23.400.276 I slot print_timing: id  0 | task 62147 | n_gen =    100, tg =  21.27 t/s, tg_3s =  21.48 t/s
127.26.409.094 I slot print_timing: id  0 | task 62147 | n_gen =    164, tg =  21.27 t/s, tg_3s =  21.27 t/s
127.29.437.917 I slot print_timing: id  0 | task 62147 | n_gen =    229, tg =  21.32 t/s, tg_3s =  21.46 t/s
127.32.445.908 I slot print_timing: id  0 | task 62147 | n_gen =    292, tg =  21.24 t/s, tg_3s =  20.94 t/s
127.35.477.624 I slot print_timing: id  0 | task 62147 | n_gen =    356, tg =  21.22 t/s, tg_3s =  21.11 t/s
127.38.498.638 I slot print_timing: id  0 | task 62147 | n_gen =    420, tg =  21.21 t/s, tg_3s =  21.18 t/s
127.41.530.951 I slot print_timing: id  0 | task 62147 | n_gen =    484, tg =  21.20 t/s, tg_3s =  21.11 t/s
127.44.550.848 I slot print_timing: id  0 | task 62147 | n_gen =    547, tg =  21.16 t/s, tg_3s =  20.86 t/s
127.47.581.729 I slot print_timing: id  0 | task 62147 | n_gen =    610, tg =  21.12 t/s, tg_3s =  20.79 t/s
127.50.598.976 I slot print_timing: id  0 | task 62147 | n_gen =    673, tg =  21.10 t/s, tg_3s =  20.88 t/s
127.53.630.621 I slot print_timing: id  0 | task 62147 | n_gen =    736, tg =  21.07 t/s, tg_3s =  20.78 t/s
127.56.634.100 I slot print_timing: id  0 | task 62147 | n_gen =    798, tg =  21.03 t/s, tg_3s =  20.64 t/s
127.59.642.577 I slot print_timing: id  0 | task 62147 | n_gen =    860, tg =  21.00 t/s, tg_3s =  20.61 t/s
128.02.690.734 I slot print_timing: id  0 | task 62147 | n_gen =    923, tg =  20.98 t/s, tg_3s =  20.67 t/s
128.05.707.330 I slot print_timing: id  0 | task 62147 | n_gen =    985, tg =  20.95 t/s, tg_3s =  20.55 t/s
128.08.708.371 I slot print_timing: id  0 | task 62147 | n_gen =   1047, tg =  20.94 t/s, tg_3s =  20.66 t/s
128.11.709.526 I slot print_timing: id  0 | task 62147 | n_gen =   1109, tg =  20.92 t/s, tg_3s =  20.66 t/s
128.14.724.028 I slot print_timing: id  0 | task 62147 | n_gen =   1171, tg =  20.90 t/s, tg_3s =  20.57 t/s
128.17.758.139 I slot print_timing: id  0 | task 62147 | n_gen =   1234, tg =  20.89 t/s, tg_3s =  20.76 t/s
128.19.155.777 I slot print_timing: id  0 | task 62147 | prompt eval time =     682.67 ms /   480 tokens (    1.42 ms per token,   703.12 tokens per second)
128.19.155.790 I slot print_timing: id  0 | task 62147 |        eval time =   60411.03 ms /  1263 tokens (   47.87 ms per token,    20.89 tokens per second)
128.19.155.791 I slot print_timing: id  0 | task 62147 |       total time =   61093.71 ms /  1743 tokens
128.19.155.793 I slot print_timing: id  0 | task 62147 |    graphs reused =      62879
128.19.156.328 I slot      release: id  0 | task 62147 | stop processing: n_tokens = 9693, truncated = 0
128.43.115.487 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.673 (> 0.100 thold), f_keep = 0.569
128.43.115.646 I slot launch_slot_: id  0 | task 63411 | processing task, is_child = 0
128.50.449.425 I slot print_timing: id  0 | task 63411 | n_gen =    100, tg =  21.81 t/s, tg_3s =  22.03 t/s
128.53.471.958 I slot print_timing: id  0 | task 63411 | n_gen =    165, tg =  21.69 t/s, tg_3s =  21.51 t/s
128.56.494.190 I slot print_timing: id  0 | task 63411 | n_gen =    230, tg =  21.64 t/s, tg_3s =  21.51 t/s
128.59.539.841 I slot print_timing: id  0 | task 63411 | n_gen =    295, tg =  21.57 t/s, tg_3s =  21.34 t/s
129.02.581.179 I slot print_timing: id  0 | task 63411 | n_gen =    358, tg =  21.42 t/s, tg_3s =  20.71 t/s
129.05.610.229 I slot print_timing: id  0 | task 63411 | n_gen =    421, tg =  21.32 t/s, tg_3s =  20.80 t/s
129.08.628.891 I slot print_timing: id  0 | task 63411 | n_gen =    484, tg =  21.26 t/s, tg_3s =  20.87 t/s
129.11.665.816 I slot print_timing: id  0 | task 63411 | n_gen =    549, tg =  21.28 t/s, tg_3s =  21.40 t/s
129.14.687.361 I slot print_timing: id  0 | task 63411 | n_gen =    613, tg =  21.27 t/s, tg_3s =  21.18 t/s
129.17.704.938 I slot print_timing: id  0 | task 63411 | n_gen =    676, tg =  21.23 t/s, tg_3s =  20.88 t/s
129.20.750.996 I slot print_timing: id  0 | task 63411 | n_gen =    740, tg =  21.21 t/s, tg_3s =  21.01 t/s
129.23.795.371 I slot print_timing: id  0 | task 63411 | n_gen =    803, tg =  21.17 t/s, tg_3s =  20.69 t/s
129.26.834.921 I slot print_timing: id  0 | task 63411 | n_gen =    865, tg =  21.11 t/s, tg_3s =  20.40 t/s
129.29.856.287 I slot print_timing: id  0 | task 63411 | n_gen =    927, tg =  21.07 t/s, tg_3s =  20.52 t/s
129.32.877.785 I slot print_timing: id  0 | task 63411 | n_gen =    989, tg =  21.04 t/s, tg_3s =  20.52 t/s
129.35.882.006 I slot print_timing: id  0 | task 63411 | n_gen =   1051, tg =  21.01 t/s, tg_3s =  20.64 t/s
129.38.899.659 I slot print_timing: id  0 | task 63411 | n_gen =   1113, tg =  20.99 t/s, tg_3s =  20.55 t/s
129.41.943.493 I slot print_timing: id  0 | task 63411 | n_gen =   1175, tg =  20.95 t/s, tg_3s =  20.37 t/s
129.42.382.252 I slot print_timing: id  0 | task 63411 | prompt eval time =    2795.47 ms /  2688 tokens (    1.04 ms per token,   961.56 tokens per second)
129.42.382.260 I slot print_timing: id  0 | task 63411 |        eval time =   56471.12 ms /  1184 tokens (   47.74 ms per token,    20.95 tokens per second)
129.42.382.260 I slot print_timing: id  0 | task 63411 |       total time =   59266.59 ms /  3872 tokens
129.42.382.261 I slot print_timing: id  0 | task 63411 |    graphs reused =      64057
129.42.382.558 I slot      release: id  0 | task 63411 | stop processing: n_tokens = 9391, truncated = 0
129.46.876.406 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.860 (> 0.100 thold), f_keep = 0.873
129.46.876.569 I slot launch_slot_: id  0 | task 64597 | processing task, is_child = 0
129.53.410.149 I slot print_timing: id  0 | task 64597 | n_gen =    100, tg =  20.45 t/s, tg_3s =  20.66 t/s
129.56.427.638 I slot print_timing: id  0 | task 64597 | n_gen =    162, tg =  20.49 t/s, tg_3s =  20.55 t/s
129.59.471.604 I slot print_timing: id  0 | task 64597 | n_gen =    224, tg =  20.45 t/s, tg_3s =  20.37 t/s
130.02.500.415 I slot print_timing: id  0 | task 64597 | n_gen =    285, tg =  20.39 t/s, tg_3s =  20.14 t/s
130.05.546.872 I slot print_timing: id  0 | task 64597 | n_gen =    341, tg =  20.03 t/s, tg_3s =  18.38 t/s
130.08.565.723 I slot print_timing: id  0 | task 64597 | n_gen =    394, tg =  19.65 t/s, tg_3s =  17.56 t/s
130.11.589.413 I slot print_timing: id  0 | task 64597 | n_gen =    447, tg =  19.37 t/s, tg_3s =  17.53 t/s
130.14.594.376 I slot print_timing: id  0 | task 64597 | n_gen =    499, tg =  19.14 t/s, tg_3s =  17.30 t/s
130.17.620.488 I slot print_timing: id  0 | task 64597 | n_gen =    552, tg =  18.97 t/s, tg_3s =  17.51 t/s
130.20.646.377 I slot print_timing: id  0 | task 64597 | n_gen =    605, tg =  18.83 t/s, tg_3s =  17.52 t/s
130.23.698.366 I slot print_timing: id  0 | task 64597 | n_gen =    658, tg =  18.70 t/s, tg_3s =  17.37 t/s
130.26.701.814 I slot print_timing: id  0 | task 64597 | n_gen =    710, tg =  18.59 t/s, tg_3s =  17.31 t/s
130.29.740.684 I slot print_timing: id  0 | task 64597 | n_gen =    763, tg =  18.51 t/s, tg_3s =  17.44 t/s
130.32.787.652 I slot print_timing: id  0 | task 64597 | n_gen =    817, tg =  18.45 t/s, tg_3s =  17.72 t/s
130.35.826.224 I slot print_timing: id  0 | task 64597 | n_gen =    868, tg =  18.35 t/s, tg_3s =  16.78 t/s
130.38.867.641 I slot print_timing: id  0 | task 64597 | n_gen =    926, tg =  18.39 t/s, tg_3s =  19.07 t/s
130.41.912.928 I slot print_timing: id  0 | task 64597 | n_gen =    986, tg =  18.47 t/s, tg_3s =  19.70 t/s
130.44.915.987 I slot print_timing: id  0 | task 64597 | n_gen =   1045, tg =  18.53 t/s, tg_3s =  19.65 t/s
130.47.953.652 I slot print_timing: id  0 | task 64597 | n_gen =   1104, tg =  18.57 t/s, tg_3s =  19.42 t/s
130.50.957.055 I slot print_timing: id  0 | task 64597 | n_gen =   1162, tg =  18.61 t/s, tg_3s =  19.31 t/s
130.52.127.975 I slot print_timing: id  0 | task 64597 | prompt eval time =    1692.19 ms /  1330 tokens (    1.27 ms per token,   785.96 tokens per second)
130.52.127.991 I slot print_timing: id  0 | task 64597 |        eval time =   63559.19 ms /  1184 tokens (   53.73 ms per token,    18.61 tokens per second)
130.52.127.992 I slot print_timing: id  0 | task 64597 |       total time =   65251.38 ms /  2514 tokens
130.52.127.993 I slot print_timing: id  0 | task 64597 |    graphs reused =      65235
130.52.128.493 I slot      release: id  0 | task 64597 | stop processing: n_tokens = 10715, truncated = 0
131.17.162.514 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.853 (> 0.100 thold), f_keep = 0.515
131.17.162.625 I slot launch_slot_: id  0 | task 65782 | processing task, is_child = 0
131.23.072.453 I slot print_timing: id  0 | task 65782 | n_gen =    100, tg =  20.57 t/s, tg_3s =  20.78 t/s
131.26.072.759 I slot print_timing: id  0 | task 65782 | n_gen =    161, tg =  20.48 t/s, tg_3s =  20.33 t/s
131.29.097.882 I slot print_timing: id  0 | task 65782 | n_gen =    222, tg =  20.39 t/s, tg_3s =  20.16 t/s
131.32.146.261 I slot print_timing: id  0 | task 65782 | n_gen =    284, tg =  20.38 t/s, tg_3s =  20.34 t/s
131.35.181.119 I slot print_timing: id  0 | task 65782 | n_gen =    346, tg =  20.39 t/s, tg_3s =  20.43 t/s
131.38.215.388 I slot print_timing: id  0 | task 65782 | n_gen =    407, tg =  20.34 t/s, tg_3s =  20.10 t/s
131.41.217.070 I slot print_timing: id  0 | task 65782 | n_gen =    466, tg =  20.25 t/s, tg_3s =  19.66 t/s
131.43.992.094 I slot print_timing: id  0 | task 65782 | prompt eval time =    1096.68 ms /   955 tokens (    1.15 ms per token,   870.81 tokens per second)
131.43.992.102 I slot print_timing: id  0 | task 65782 |        eval time =   25732.72 ms /   520 tokens (   49.58 ms per token,    20.17 tokens per second)
131.43.992.103 I slot print_timing: id  0 | task 65782 |       total time =   26829.40 ms /  1475 tokens
131.43.992.103 I slot print_timing: id  0 | task 65782 |    graphs reused =      65751
131.43.992.356 I slot      release: id  0 | task 65782 | stop processing: n_tokens = 6994, truncated = 0
131.49.565.195 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.924 (> 0.100 thold), f_keep = 0.925
131.49.565.366 I slot launch_slot_: id  0 | task 66303 | processing task, is_child = 0
131.55.125.881 I slot print_timing: id  0 | task 66303 | n_gen =    100, tg =  20.94 t/s, tg_3s =  21.15 t/s
131.58.134.593 I slot print_timing: id  0 | task 66303 | n_gen =    166, tg =  21.33 t/s, tg_3s =  21.94 t/s
132.01.171.294 I slot print_timing: id  0 | task 66303 | n_gen =    232, tg =  21.44 t/s, tg_3s =  21.73 t/s
132.04.207.625 I slot print_timing: id  0 | task 66303 | n_gen =    296, tg =  21.36 t/s, tg_3s =  21.08 t/s
132.07.241.063 I slot print_timing: id  0 | task 66303 | n_gen =    362, tg =  21.43 t/s, tg_3s =  21.76 t/s
132.10.289.138 I slot print_timing: id  0 | task 66303 | n_gen =    429, tg =  21.52 t/s, tg_3s =  21.98 t/s
132.13.306.935 I slot print_timing: id  0 | task 66303 | n_gen =    495, tg =  21.56 t/s, tg_3s =  21.87 t/s
132.15.821.881 I slot print_timing: id  0 | task 66303 | prompt eval time =     833.08 ms /   529 tokens (    1.57 ms per token,   634.99 tokens per second)
132.15.821.898 I slot print_timing: id  0 | task 66303 |        eval time =   25423.40 ms /   547 tokens (   46.56 ms per token,    21.48 tokens per second)
132.15.821.958 I slot print_timing: id  0 | task 66303 |       total time =   26256.49 ms /  1076 tokens
132.15.821.965 I slot print_timing: id  0 | task 66303 |    graphs reused =      66294
132.15.822.389 I slot      release: id  0 | task 66303 | stop processing: n_tokens = 7544, truncated = 0
132.40.811.310 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.694 (> 0.100 thold), f_keep = 0.732
132.40.811.469 I slot launch_slot_: id  0 | task 66851 | processing task, is_child = 0
